TOWNCODE,COUNTYNAME,TOWNNAME,year,month,T2M,T2M_MIN,T2M_MAX,ALLSKY_SFC_SW_DWN,RH2M,TS,WS10M,PS
64000020,高雄市,鼓山區,2014,8,29.11,27.85,30.41,5.4418,81.88,29.4,5.41,100.74
64000020,高雄市,鼓山區,2014,9,29.16,26.38,31.06,5.3945,79.4,29.55,3.98,100.81
64000020,高雄市,鼓山區,2014,10,26.68,24.74,28.9,5.021,74.08,27.67,3.78,101.32
64000020,高雄市,鼓山區,2014,11,25.14,23.08,27.3,3.959,76.25,26.4,4.2,101.57
64000020,高雄市,鼓山區,2014,12,21.6,18.0,26.55,2.6206,74.27,24.56,5.82,101.97
64000020,高雄市,鼓山區,2015,1,20.7,18.29,23.93,3.6,73.41,22.86,5.61,101.97
64000020,高雄市,鼓山區,2015,2,21.11,16.71,24.79,4.1414,78.03,23.26,5.16,101.85
64000020,高雄市,鼓山區,2015,3,23.07,19.41,25.82,4.5043,80.3,24.7,4.81,101.73
64000020,高雄市,鼓山區,2015,4,25.0,21.33,27.5,5.6285,80.83,25.94,4.88,101.38
64000020,高雄市,鼓山區,2015,5,27.51,25.88,29.02,5.2037,84.61,27.99,4.76,100.96
64000020,高雄市,鼓山區,2015,6,29.64,28.14,30.68,6.9792,80.34,29.93,5.07,100.84
64000020,高雄市,鼓山區,2015,7,28.99,27.69,30.69,5.7336,82.93,29.45,6.14,100.51
64000020,高雄市,鼓山區,2015,8,28.88,27.56,30.51,4.7652,83.58,29.18,6.01,100.56
64000020,高雄市,鼓山區,2015,9,28.34,27.09,29.9,5.1389,78.68,29.04,3.92,100.95
64000020,高雄市,鼓山區,2015,10,27.32,25.3,29.56,4.4851,78.2,27.96,3.39,101.31
64000020,高雄市,鼓山區,2015,11,26.1,21.46,28.48,4.236,78.82,26.84,4.12,101.65
64000020,高雄市,鼓山區,2015,12,23.06,18.48,26.17,3.5266,78.55,24.88,5.74,101.89
64000020,高雄市,鼓山區,2016,1,21.36,12.26,25.22,2.8111,82.43,24.47,6.58,101.91
64000020,高雄市,鼓山區,2016,2,20.65,16.7,24.89,3.8539,79.72,24.01,6.84,102.06
64000020,高雄市,鼓山區,2016,3,22.05,17.95,24.89,3.9106,79.39,23.96,4.44,101.7
64000020,高雄市,鼓山區,2016,4,26.08,23.69,27.7,5.3626,83.39,26.68,3.58,101.22
64000020,高雄市,鼓山區,2016,5,28.13,25.71,29.68,5.6808,82.19,28.66,4.49,101.01
64000020,高雄市,鼓山區,2016,6,29.29,26.81,30.69,5.9945,84.68,29.58,6.04,100.87
64000020,高雄市,鼓山區,2016,7,29.74,27.84,31.83,6.0468,80.7,30.13,5.49,100.71
64000020,高雄市,鼓山區,2016,8,28.96,26.08,30.32,4.9997,82.99,29.62,4.78,100.38
64000020,高雄市,鼓山區,2016,9,28.47,26.93,29.43,4.3618,83.32,28.92,6.09,100.63
64000020,高雄市,鼓山區,2016,10,28.13,26.36,30.03,4.2744,82.44,28.38,4.61,101.04
64000020,高雄市,鼓山區,2016,11,25.91,23.06,28.12,3.7678,76.64,26.99,4.26,101.57
64000020,高雄市,鼓山區,2016,12,23.72,19.87,26.48,3.5249,75.88,25.45,5.0,101.77
64000020,高雄市,鼓山區,2017,1,22.11,18.87,25.01,3.8186,76.71,23.71,4.65,101.88
64000020,高雄市,鼓山區,2017,2,21.58,16.65,25.67,4.056,75.37,24.32,5.01,101.92
64000020,高雄市,鼓山區,2017,3,23.16,19.8,25.66,4.5535,76.91,25.15,4.83,101.58
64000020,高雄市,鼓山區,2017,4,25.01,19.18,27.48,5.0914,79.71,26.24,4.71,101.3
64000020,高雄市,鼓山區,2017,5,27.13,25.26,28.75,5.3191,81.93,27.83,3.32,101.01
64000020,高雄市,鼓山區,2017,6,29.02,27.5,30.18,5.6729,84.78,29.21,5.31,100.81
64000020,高雄市,鼓山區,2017,7,29.75,28.91,31.14,5.9582,80.29,29.99,6.23,100.79
64000020,高雄市,鼓山區,2017,8,29.61,27.8,30.74,5.538,81.12,29.92,4.72,100.7
64000020,高雄市,鼓山區,2017,9,29.4,28.22,30.95,5.6832,79.76,29.65,3.63,100.9
64000020,高雄市,鼓山區,2017,10,28.0,24.37,30.81,4.5485,76.57,28.86,4.98,101.11
64000020,高雄市,鼓山區,2017,11,25.55,22.68,27.86,3.7142,80.75,26.66,4.68,101.5
64000020,高雄市,鼓山區,2017,12,22.34,19.88,25.32,3.2117,75.47,24.6,5.24,101.82
64000020,高雄市,鼓山區,2018,1,21.22,17.15,24.34,3.3497,77.6,23.26,5.24,101.69
64000020,高雄市,鼓山區,2018,2,20.76,14.74,25.15,3.6158,80.01,23.82,5.91,101.81
64000020,高雄市,鼓山區,2018,3,23.74,19.01,26.51,5.357,74.09,25.84,4.18,101.56
64000020,高雄市,鼓山區,2018,4,25.19,20.87,27.51,5.3153,78.07,26.21,3.68,101.36
64000020,高雄市,鼓山區,2018,5,27.86,24.95,29.76,6.413,81.14,28.29,3.59,101.07
64000020,高雄市,鼓山區,2018,6,28.76,27.33,30.74,5.2555,83.08,29.34,4.92,100.57
64000020,高雄市,鼓山區,2018,7,29.25,26.61,31.32,5.5378,81.52,29.61,4.92,100.47
64000020,高雄市,鼓山區,2018,8,29.05,27.29,30.35,4.0666,82.8,29.79,5.62,100.32
64000020,高雄市,鼓山區,2018,9,28.36,26.38,30.52,5.3844,81.31,28.83,5.05,100.79
64000020,高雄市,鼓山區,2018,10,26.48,24.49,28.27,4.6392,76.32,27.78,4.48,101.35
64000020,高雄市,鼓山區,2018,11,25.55,23.51,27.6,3.8239,78.79,26.6,4.06,101.62
64000020,高雄市,鼓山區,2018,12,23.91,21.5,27.19,3.696,76.25,25.59,4.84,101.8
64000020,高雄市,鼓山區,2019,1,23.0,19.52,25.76,3.4889,76.39,25.48,4.81,101.98
64000020,高雄市,鼓山區,2019,2,23.66,21.42,25.89,4.6858,79.36,25.43,4.84,101.8
64000020,高雄市,鼓山區,2019,3,23.99,20.57,26.05,4.6879,79.1,25.34,4.52,101.51
64000020,高雄市,鼓山區,2019,4,25.97,22.62,28.44,5.616,82.44,26.72,3.87,101.21
64000020,高雄市,鼓山區,2019,5,27.01,24.29,28.98,4.3483,82.72,28.15,3.7,100.94
64000020,高雄市,鼓山區,2019,6,29.39,27.6,30.53,5.2531,83.08,29.61,4.81,100.67
64000020,高雄市,鼓山區,2019,7,29.75,27.75,30.78,5.0729,82.77,29.9,5.73,100.59
64000020,高雄市,鼓山區,2019,8,29.2,27.3,30.69,4.2089,84.9,29.41,6.02,100.32
64000020,高雄市,鼓山區,2019,9,28.34,26.04,30.69,5.0558,80.57,29.12,4.25,100.81
64000020,高雄市,鼓山區,2019,10,26.99,24.92,28.98,4.8773,76.46,27.84,3.36,101.36
64000020,高雄市,鼓山區,2019,11,25.23,22.44,27.82,4.2494,74.53,26.42,4.3,101.49
64000020,高雄市,鼓山區,2019,12,22.49,20.46,25.57,3.4999,77.45,24.24,5.28,101.83
64000020,高雄市,鼓山區,2020,1,21.91,17.57,25.39,4.0013,76.86,24.25,5.96,101.84
64000020,高雄市,鼓山區,2020,2,22.75,17.72,26.23,4.5036,74.59,24.84,5.01,102.03
64000020,高雄市,鼓山區,2020,3,24.16,21.19,26.72,4.9966,79.19,25.39,4.27,101.5
64000020,高雄市,鼓山區,2020,4,24.46,21.22,27.69,5.1334,76.28,26.11,4.75,101.54
64000020,高雄市,鼓山區,2020,5,27.64,26.28,29.48,5.3477,84.85,28.12,4.47,100.9
64000020,高雄市,鼓山區,2020,6,29.64,28.18,30.55,6.5837,81.06,29.95,4.65,100.87
64000020,高雄市,鼓山區,2020,7,30.33,28.2,32.07,6.0943,78.85,30.83,4.84,100.81
64000020,高雄市,鼓山區,2020,8,29.59,27.78,31.47,4.8823,80.76,29.98,5.66,100.71
64000020,高雄市,鼓山區,2020,9,29.1,27.36,31.12,5.6311,78.03,29.85,4.01,100.89
64000020,高雄市,鼓山區,2020,10,27.74,24.74,30.2,4.4407,74.77,28.67,3.73,101.21
64000020,高雄市,鼓山區,2020,11,26.15,24.12,27.94,3.7598,75.97,27.0,3.94,101.58
64000020,高雄市,鼓山區,2020,12,23.1,16.0,25.9,3.1217,77.07,25.47,6.38,101.7
64000020,高雄市,鼓山區,2021,1,20.35,15.67,24.19,3.8119,74.29,23.5,5.77,101.87
64000020,高雄市,鼓山區,2021,2,21.86,17.97,24.21,4.871,73.58,23.16,4.35,101.65
64000020,高雄市,鼓山區,2021,3,23.28,19.21,25.72,5.1775,79.31,24.69,4.0,101.53
64000020,高雄市,鼓山區,2021,4,25.24,23.2,27.38,5.0926,76.3,26.32,3.87,101.3
64000020,高雄市,鼓山區,2021,5,28.33,24.93,30.22,6.6475,82.28,28.78,4.41,101.01
64000020,高雄市,鼓山區,2021,6,29.04,26.09,30.37,4.8187,84.13,29.47,5.98,100.71
64000020,高雄市,鼓山區,2021,7,29.44,27.91,30.45,5.6071,83.14,29.77,5.87,100.51
64000020,高雄市,鼓山區,2021,8,29.18,28.38,31.05,4.5602,82.45,29.47,5.11,100.74
64000020,高雄市,鼓山區,2021,9,29.52,27.13,31.08,5.6664,78.14,29.98,3.76,100.92
64000020,高雄市,鼓山區,2021,10,28.28,25.25,31.32,4.423,75.81,28.95,4.76,101.22
64000020,高雄市,鼓山區,2021,11,25.34,22.15,28.53,3.8772,77.07,27.27,5.31,101.52
64000020,高雄市,鼓山區,2021,12,23.45,20.75,26.71,3.5066,72.4,25.89,5.23,101.9
64000020,高雄市,鼓山區,2022,1,22.39,19.33,25.47,3.3562,78.27,24.97,6.06,101.72
64000020,高雄市,鼓山區,2022,2,21.55,17.97,25.03,3.8491,79.37,24.52,6.51,101.77
64000020,高雄市,鼓山區,2022,3,24.38,18.23,27.75,5.0232,79.44,25.08,4.32,101.35
64000020,高雄市,鼓山區,2022,4,25.68,20.59,28.84,5.5594,77.63,26.72,4.24,101.31
64000020,高雄市,鼓山區,2022,5,26.74,23.47,29.13,4.3474,83.99,27.61,3.83,100.97
64000020,高雄市,鼓山區,2022,6,29.14,27.59,30.97,5.9839,82.32,29.35,4.83,100.8
64000020,高雄市,鼓山區,2022,7,29.9,28.71,30.76,6.1764,80.42,30.26,4.92,100.7
64000020,高雄市,鼓山區,2022,8,29.79,27.01,31.23,5.7965,78.24,30.35,4.93,100.79
64000020,高雄市,鼓山區,2022,9,28.94,27.4,30.66,5.1722,78.07,29.28,4.84,100.69
64000020,高雄市,鼓山區,2022,10,27.64,25.39,30.62,4.3982,76.12,28.43,3.97,101.22
64000020,高雄市,鼓山區,2022,11,26.08,24.61,28.13,4.0798,83.11,26.31,3.74,101.4
64000020,高雄市,鼓山區,2022,12,22.72,17.55,26.92,3.6286,73.76,25.56,6.87,101.71
64000020,高雄市,鼓山區,2023,1,21.7,16.23,25.13,3.7874,76.71,24.15,5.98,101.86
64000020,高雄市,鼓山區,2023,2,22.61,18.77,26.18,4.4599,75.65,24.71,5.17,101.78
64000020,高雄市,鼓山區,2023,3,23.03,19.81,25.37,5.4893,75.42,24.42,3.98,101.63
64000020,高雄市,鼓山區,2023,4,25.01,21.96,27.18,5.0551,80.93,25.44,4.2,101.19
64000020,高雄市,鼓山區,2023,5,27.18,25.05,30.42,5.1886,82.88,27.66,4.31,100.94
64000020,高雄市,鼓山區,2023,6,29.27,27.41,30.57,5.7336,82.65,29.44,5.53,100.75
64000020,高雄市,鼓山區,2023,7,30.02,27.62,32.56,5.7828,80.52,30.2,5.51,100.68
64000020,高雄市,鼓山區,2023,8,29.4,26.8,31.23,4.5293,84.91,29.53,5.16,100.45
64000020,高雄市,鼓山區,2023,9,28.98,27.1,30.87,5.0095,81.33,29.44,3.82,100.77
64000020,高雄市,鼓山區,2023,10,27.77,25.97,30.4,4.133,80.02,28.56,4.95,101.25
64000020,高雄市,鼓山區,2023,11,25.84,22.26,28.7,4.3721,73.8,27.13,4.11,101.7
64000020,高雄市,鼓山區,2023,12,23.64,18.67,27.18,3.2138,77.39,25.66,5.35,101.88
64000020,高雄市,鼓山區,2024,1,21.98,15.46,25.11,3.803,74.22,24.34,5.26,101.99
64000020,高雄市,鼓山區,2024,2,22.85,18.57,26.11,4.6414,78.32,24.58,5.29,101.91
64000020,高雄市,鼓山區,2024,3,23.78,19.03,27.1,4.7338,78.39,25.49,4.92,101.63
64000020,高雄市,鼓山區,2024,4,27.11,24.36,28.54,5.4072,83.32,27.8,3.7,101.1
64000020,高雄市,鼓山區,2024,5,27.86,25.44,29.43,4.897,80.34,28.3,3.87,101.04
64000020,高雄市,鼓山區,2024,6,29.55,26.8,31.48,5.6928,83.13,29.9,5.24,100.89
64000020,高雄市,鼓山區,2024,7,30.41,28.29,31.98,6.0888,80.82,30.74,7.27,100.69
64000020,高雄市,鼓山區,2024,8,29.76,28.51,31.11,5.323,80.81,30.29,3.77,100.69
64000020,高雄市,鼓山區,2024,9,29.63,27.96,31.95,4.781,81.01,30.22,4.49,100.58
64000020,高雄市,鼓山區,2024,10,27.79,26.26,30.82,3.9946,83.84,28.38,5.29,100.92
64000020,高雄市,鼓山區,2024,11,25.95,21.35,28.64,3.673,79.51,27.01,4.75,101.46
64000020,高雄市,鼓山區,2024,12,22.18,19.05,25.78,3.3461,77.25,24.65,5.99,101.81
64000020,高雄市,鼓山區,2025,1,20.46,16.11,23.54,3.312,74.86,23.35,5.86,101.89
64000020,高雄市,鼓山區,2025,2,20.51,16.53,25.19,3.8131,79.22,23.1,5.64,101.93
64000020,高雄市,鼓山區,2025,3,23.29,19.31,26.13,4.8982,79.22,25.32,4.8,101.59
64000020,高雄市,鼓山區,2025,4,25.43,21.18,27.59,5.268,77.9,26.8,4.3,101.24
64000020,高雄市,鼓山區,2025,5,28.08,25.29,29.97,5.8668,81.42,28.82,3.94,101.0
64000020,高雄市,鼓山區,2025,6,29.32,26.91,31.35,5.85,82.74,29.64,4.72,100.78
64000020,高雄市,鼓山區,2025,7,29.27,27.81,31.55,4.2384,85.78,29.54,6.55,100.18
64000020,高雄市,鼓山區,2025,8,29.26,27.18,30.93,5.2421,82.06,29.47,5.14,100.86
64000020,高雄市,鼓山區,2025,9,29.36,28.05,31.13,5.0695,80.09,29.63,4.34,100.97
64000020,高雄市,鼓山區,2025,10,28.34,25.73,30.26,4.8374,80.63,28.97,4.05,101.24
64000020,高雄市,鼓山區,2025,11,25.29,22.09,28.43,3.689,79.49,26.46,4.93,101.47
64000020,高雄市,鼓山區,2025,12,23.46,19.95,26.12,,77.1,25.85,5.11,101.66
64000030,高雄市,左營區,2013,1,21.24,18.26,25.24,3.3852,75.98,24.29,6.59,101.88
64000030,高雄市,左營區,2013,2,22.74,18.94,25.49,4.403,79.14,24.22,5.42,101.75
64000030,高雄市,左營區,2013,3,23.65,18.02,26.61,4.8338,77.15,25.19,4.66,101.51
64000030,高雄市,左營區,2013,4,24.68,21.28,27.14,4.1606,80.59,25.79,4.28,101.2
64000030,高雄市,左營區,2013,5,27.07,22.35,29.05,4.6032,85.59,27.47,4.32,100.94
64000030,高雄市,左營區,2013,6,29.13,27.85,30.26,5.9395,81.54,29.55,4.84,100.67
64000030,高雄市,左營區,2013,7,29.2,27.57,30.52,6.0629,80.47,29.55,6.41,100.84
64000030,高雄市,左營區,2013,8,29.16,26.65,31.44,4.5972,81.64,29.61,6.14,100.6
64000030,高雄市,左營區,2013,9,28.44,26.57,30.3,5.1235,77.42,28.71,3.95,100.78
64000030,高雄市,左營區,2013,10,26.47,22.84,29.49,4.6954,73.64,27.59,4.79,101.19
64000030,高雄市,左營區,2013,11,24.58,19.01,27.93,3.4066,75.67,25.77,4.85,101.63
64000030,高雄市,左營區,2013,12,21.25,17.51,25.25,2.8766,76.64,23.95,6.18,101.72
64000030,高雄市,左營區,2014,1,21.27,17.47,25.02,4.0651,68.97,24.12,5.06,101.96
64000030,高雄市,左營區,2014,2,21.12,15.86,24.86,3.9166,77.11,23.87,5.71,101.66
64000030,高雄市,左營區,2014,3,22.17,18.65,25.99,4.1606,80.27,23.56,4.63,101.68
64000030,高雄市,左營區,2014,4,25.13,22.11,27.26,4.5898,77.13,26.04,3.78,101.31
64000030,高雄市,左營區,2014,5,27.2,22.8,29.14,4.8281,84.01,27.81,4.02,101.03
64000030,高雄市,左營區,2014,6,28.82,27.29,30.33,5.1319,85.33,29.06,5.88,100.5
64000030,高雄市,左營區,2014,7,29.84,28.73,31.7,6.0797,80.91,30.18,5.4,100.56
64000030,高雄市,左營區,2014,8,29.11,27.85,30.41,5.4418,81.88,29.4,5.41,100.74
64000030,高雄市,左營區,2014,9,29.16,26.38,31.06,5.3945,79.4,29.55,3.98,100.81
64000030,高雄市,左營區,2014,10,26.68,24.74,28.9,5.021,74.08,27.67,3.78,101.32
64000030,高雄市,左營區,2014,11,25.14,23.08,27.3,3.959,76.25,26.4,4.2,101.57
64000030,高雄市,左營區,2014,12,21.6,18.0,26.55,2.6206,74.27,24.56,5.82,101.97
64000030,高雄市,左營區,2015,1,20.7,18.29,23.93,3.6,73.41,22.86,5.61,101.97
64000030,高雄市,左營區,2015,2,21.11,16.71,24.79,4.1414,78.03,23.26,5.16,101.85
64000030,高雄市,左營區,2015,3,23.07,19.41,25.82,4.5043,80.3,24.7,4.81,101.73
64000030,高雄市,左營區,2015,4,25.0,21.33,27.5,5.6285,80.83,25.94,4.88,101.38
64000030,高雄市,左營區,2015,5,27.51,25.88,29.02,5.2037,84.61,27.99,4.76,100.96
64000030,高雄市,左營區,2015,6,29.64,28.14,30.68,6.9792,80.34,29.93,5.07,100.84
64000030,高雄市,左營區,2015,7,28.99,27.69,30.69,5.7336,82.93,29.45,6.14,100.51
64000030,高雄市,左營區,2015,8,28.88,27.56,30.51,4.7652,83.58,29.18,6.01,100.56
64000030,高雄市,左營區,2015,9,28.34,27.09,29.9,5.1389,78.68,29.04,3.92,100.95
64000030,高雄市,左營區,2015,10,27.32,25.3,29.56,4.4851,78.2,27.96,3.39,101.31
64000030,高雄市,左營區,2015,11,26.1,21.46,28.48,4.236,78.82,26.84,4.12,101.65
64000030,高雄市,左營區,2015,12,23.06,18.48,26.17,3.5266,78.55,24.88,5.74,101.89
64000030,高雄市,左營區,2016,1,21.36,12.26,25.22,2.8111,82.43,24.47,6.58,101.91
64000030,高雄市,左營區,2016,2,20.65,16.7,24.89,3.8539,79.72,24.01,6.84,102.06
64000030,高雄市,左營區,2016,3,22.05,17.95,24.89,3.9106,79.39,23.96,4.44,101.7
64000030,高雄市,左營區,2016,4,26.08,23.69,27.7,5.3626,83.39,26.68,3.58,101.22
64000030,高雄市,左營區,2016,5,28.13,25.71,29.68,5.6808,82.19,28.66,4.49,101.01
64000030,高雄市,左營區,2016,6,29.29,26.81,30.69,5.9945,84.68,29.58,6.04,100.87
64000030,高雄市,左營區,2016,7,29.74,27.84,31.83,6.0468,80.7,30.13,5.49,100.71
64000030,高雄市,左營區,2016,8,28.96,26.08,30.32,4.9997,82.99,29.62,4.78,100.38
64000030,高雄市,左營區,2016,9,28.47,26.93,29.43,4.3618,83.32,28.92,6.09,100.63
64000030,高雄市,左營區,2016,10,28.13,26.36,30.03,4.2744,82.44,28.38,4.61,101.04
64000030,高雄市,左營區,2016,11,25.91,23.06,28.12,3.7678,76.64,26.99,4.26,101.57
64000030,高雄市,左營區,2016,12,23.72,19.87,26.48,3.5249,75.88,25.45,5.0,101.77
64000030,高雄市,左營區,2017,1,22.11,18.87,25.01,3.8186,76.71,23.71,4.65,101.88
64000030,高雄市,左營區,2017,2,21.58,16.65,25.67,4.056,75.37,24.32,5.01,101.92
64000030,高雄市,左營區,2017,3,23.16,19.8,25.66,4.5535,76.91,25.15,4.83,101.58
64000030,高雄市,左營區,2017,4,25.01,19.18,27.48,5.0914,79.71,26.24,4.71,101.3
64000030,高雄市,左營區,2017,5,27.13,25.26,28.75,5.3191,81.93,27.83,3.32,101.01
64000030,高雄市,左營區,2017,6,29.02,27.5,30.18,5.6729,84.78,29.21,5.31,100.81
64000030,高雄市,左營區,2017,7,29.75,28.91,31.14,5.9582,80.29,29.99,6.23,100.79
64000030,高雄市,左營區,2017,8,29.61,27.8,30.74,5.538,81.12,29.92,4.72,100.7
64000030,高雄市,左營區,2017,9,29.4,28.22,30.95,5.6832,79.76,29.65,3.63,100.9
64000030,高雄市,左營區,2017,10,28.0,24.37,30.81,4.5485,76.57,28.86,4.98,101.11
64000030,高雄市,左營區,2017,11,25.55,22.68,27.86,3.7142,80.75,26.66,4.68,101.5
64000030,高雄市,左營區,2017,12,22.34,19.88,25.32,3.2117,75.47,24.6,5.24,101.82
64000030,高雄市,左營區,2018,1,21.22,17.15,24.34,3.3497,77.6,23.26,5.24,101.69
64000030,高雄市,左營區,2018,2,20.76,14.74,25.15,3.6158,80.01,23.82,5.91,101.81
64000030,高雄市,左營區,2018,3,23.74,19.01,26.51,5.357,74.09,25.84,4.18,101.56
64000030,高雄市,左營區,2018,4,25.19,20.87,27.51,5.3153,78.07,26.21,3.68,101.36
64000030,高雄市,左營區,2018,5,27.86,24.95,29.76,6.413,81.14,28.29,3.59,101.07
64000030,高雄市,左營區,2018,6,28.76,27.33,30.74,5.2555,83.08,29.34,4.92,100.57
64000030,高雄市,左營區,2018,7,29.25,26.61,31.32,5.5378,81.52,29.61,4.92,100.47
64000030,高雄市,左營區,2018,8,29.05,27.29,30.35,4.0666,82.8,29.79,5.62,100.32
64000030,高雄市,左營區,2018,9,28.36,26.38,30.52,5.3844,81.31,28.83,5.05,100.79
64000030,高雄市,左營區,2018,10,26.48,24.49,28.27,4.6392,76.32,27.78,4.48,101.35
64000030,高雄市,左營區,2018,11,25.55,23.51,27.6,3.8239,78.79,26.6,4.06,101.62
64000030,高雄市,左營區,2018,12,23.91,21.5,27.19,3.696,76.25,25.59,4.84,101.8
64000030,高雄市,左營區,2019,1,23.0,19.52,25.76,3.4889,76.39,25.48,4.81,101.98
64000030,高雄市,左營區,2019,2,23.66,21.42,25.89,4.6858,79.36,25.43,4.84,101.8
64000030,高雄市,左營區,2019,3,23.99,20.57,26.05,4.6879,79.1,25.34,4.52,101.51
64000030,高雄市,左營區,2019,4,25.97,22.62,28.44,5.616,82.44,26.72,3.87,101.21
64000030,高雄市,左營區,2019,5,27.01,24.29,28.98,4.3483,82.72,28.15,3.7,100.94
64000030,高雄市,左營區,2019,6,29.39,27.6,30.53,5.2531,83.08,29.61,4.81,100.67
64000030,高雄市,左營區,2019,7,29.75,27.75,30.78,5.0729,82.77,29.9,5.73,100.59
64000030,高雄市,左營區,2019,8,29.2,27.3,30.69,4.2089,84.9,29.41,6.02,100.32
64000030,高雄市,左營區,2019,9,28.34,26.04,30.69,5.0558,80.57,29.12,4.25,100.81
64000030,高雄市,左營區,2019,10,26.99,24.92,28.98,4.8773,76.46,27.84,3.36,101.36
64000030,高雄市,左營區,2019,11,25.23,22.44,27.82,4.2494,74.53,26.42,4.3,101.49
64000030,高雄市,左營區,2019,12,22.49,20.46,25.57,3.4999,77.45,24.24,5.28,101.83
64000030,高雄市,左營區,2020,1,21.91,17.57,25.39,4.0013,76.86,24.25,5.96,101.84
64000030,高雄市,左營區,2020,2,22.75,17.72,26.23,4.5036,74.59,24.84,5.01,102.03
64000030,高雄市,左營區,2020,3,24.16,21.19,26.72,4.9966,79.19,25.39,4.27,101.5
64000030,高雄市,左營區,2020,4,24.46,21.22,27.69,5.1334,76.28,26.11,4.75,101.54
64000030,高雄市,左營區,2020,5,27.64,26.28,29.48,5.3477,84.85,28.12,4.47,100.9
64000030,高雄市,左營區,2020,6,29.64,28.18,30.55,6.5837,81.06,29.95,4.65,100.87
64000030,高雄市,左營區,2020,7,30.33,28.2,32.07,6.0943,78.85,30.83,4.84,100.81
64000030,高雄市,左營區,2020,8,29.59,27.78,31.47,4.8823,80.76,29.98,5.66,100.71
64000030,高雄市,左營區,2020,9,29.1,27.36,31.12,5.6311,78.03,29.85,4.01,100.89
64000030,高雄市,左營區,2020,10,27.74,24.74,30.2,4.4407,74.77,28.67,3.73,101.21
64000030,高雄市,左營區,2020,11,26.15,24.12,27.94,3.7598,75.97,27.0,3.94,101.58
64000030,高雄市,左營區,2020,12,23.1,16.0,25.9,3.1217,77.07,25.47,6.38,101.7
64000030,高雄市,左營區,2021,1,20.35,15.67,24.19,3.8119,74.29,23.5,5.77,101.87
64000030,高雄市,左營區,2021,2,21.86,17.97,24.21,4.871,73.58,23.16,4.35,101.65
64000030,高雄市,左營區,2021,3,23.28,19.21,25.72,5.1775,79.31,24.69,4.0,101.53
64000030,高雄市,左營區,2021,4,25.24,23.2,27.38,5.0926,76.3,26.32,3.87,101.3
64000030,高雄市,左營區,2021,5,28.33,24.93,30.22,6.6475,82.28,28.78,4.41,101.01
64000030,高雄市,左營區,2021,6,29.04,26.09,30.37,4.8187,84.13,29.47,5.98,100.71
64000030,高雄市,左營區,2021,7,29.44,27.91,30.45,5.6071,83.14,29.77,5.87,100.51
64000030,高雄市,左營區,2021,8,29.18,28.38,31.05,4.5602,82.45,29.47,5.11,100.74
64000030,高雄市,左營區,2021,9,29.52,27.13,31.08,5.6664,78.14,29.98,3.76,100.92
64000030,高雄市,左營區,2021,10,28.28,25.25,31.32,4.423,75.81,28.95,4.76,101.22
64000030,高雄市,左營區,2021,11,25.34,22.15,28.53,3.8772,77.07,27.27,5.31,101.52
64000030,高雄市,左營區,2021,12,23.45,20.75,26.71,3.5066,72.4,25.89,5.23,101.9
64000030,高雄市,左營區,2022,1,22.39,19.33,25.47,3.3562,78.27,24.97,6.06,101.72
64000030,高雄市,左營區,2022,2,21.55,17.97,25.03,3.8491,79.37,24.52,6.51,101.77
64000030,高雄市,左營區,2022,3,24.38,18.23,27.75,5.0232,79.44,25.08,4.32,101.35
64000030,高雄市,左營區,2022,4,25.68,20.59,28.84,5.5594,77.63,26.72,4.24,101.31
64000030,高雄市,左營區,2022,5,26.74,23.47,29.13,4.3474,83.99,27.61,3.83,100.97
64000030,高雄市,左營區,2022,6,29.14,27.59,30.97,5.9839,82.32,29.35,4.83,100.8
64000030,高雄市,左營區,2022,7,29.9,28.71,30.76,6.1764,80.42,30.26,4.92,100.7
64000030,高雄市,左營區,2022,8,29.79,27.01,31.23,5.7965,78.24,30.35,4.93,100.79
64000030,高雄市,左營區,2022,9,28.94,27.4,30.66,5.1722,78.07,29.28,4.84,100.69
64000030,高雄市,左營區,2022,10,27.64,25.39,30.62,4.3982,76.12,28.43,3.97,101.22
64000030,高雄市,左營區,2022,11,26.08,24.61,28.13,4.0798,83.11,26.31,3.74,101.4
64000030,高雄市,左營區,2022,12,22.72,17.55,26.92,3.6286,73.76,25.56,6.87,101.71
64000030,高雄市,左營區,2023,1,21.7,16.23,25.13,3.7874,76.71,24.15,5.98,101.86
64000030,高雄市,左營區,2023,2,22.61,18.77,26.18,4.4599,75.65,24.71,5.17,101.78
64000030,高雄市,左營區,2023,3,23.03,19.81,25.37,5.4893,75.42,24.42,3.98,101.63
64000030,高雄市,左營區,2023,4,25.01,21.96,27.18,5.0551,80.93,25.44,4.2,101.19
64000030,高雄市,左營區,2023,5,27.18,25.05,30.42,5.1886,82.88,27.66,4.31,100.94
64000030,高雄市,左營區,2023,6,29.27,27.41,30.57,5.7336,82.65,29.44,5.53,100.75
64000030,高雄市,左營區,2023,7,30.02,27.62,32.56,5.7828,80.52,30.2,5.51,100.68
64000030,高雄市,左營區,2023,8,29.4,26.8,31.23,4.5293,84.91,29.53,5.16,100.45
64000030,高雄市,左營區,2023,9,28.98,27.1,30.87,5.0095,81.33,29.44,3.82,100.77
64000030,高雄市,左營區,2023,10,27.77,25.97,30.4,4.133,80.02,28.56,4.95,101.25
64000030,高雄市,左營區,2023,11,25.84,22.26,28.7,4.3721,73.8,27.13,4.11,101.7
